,sueldo_basico,categoria,ausencias,cantidad_hijos,sueldo
29849,38700,C,1,0,41200
29850,50800,B,2,3,55050
29851,64600,A,2,1,66650
29852,12400,C,0,0,14970
29853,63000,B,1,1,65750
29854,57100,B,2,1,59850
29855,21800,B,0,1,24620
29856,79500,B,0,0,81570
29857,44800,B,0,0,46870
29858,14500,A,2,3,18050
29859,11800,C,2,1,15050
29860,86400,C,1,3,91150
29861,75500,A,2,0,76800
29862,51000,B,0,0,53070
29863,24100,B,1,2,27600
29864,85300,A,1,3,88850
29865,67400,C,1,1,70650
29866,56800,C,2,3,61550
29867,79300,A,1,3,82850
29868,18800,B,0,0,20870
29869,46600,C,0,3,51420
29870,12100,C,1,0,14600
29871,16400,A,1,3,19950
29872,65400,A,2,2,68200
29873,16400,C,1,1,19650
29874,88100,B,1,0,90100
29875,37400,A,0,0,38770
29876,19000,B,2,2,22500
29877,53700,C,1,2,57700
29878,38900,B,1,3,43150
29879,81200,B,1,0,83200
29880,56000,C,1,0,58500
29881,31200,A,2,2,34000
29882,81600,B,0,3,85920
29883,51600,A,0,0,52970
29884,41400,C,0,3,46220
29885,26500,A,0,1,28620
29886,30200,A,2,2,33000
29887,52600,A,0,3,56220
29888,37200,A,2,1,39250
29889,28000,A,2,0,29300
29890,14000,A,0,3,17620
29891,16700,A,2,0,18000
29892,17600,C,0,3,22420
29893,63900,C,1,2,67900
29894,70600,A,2,0,71900
29895,12400,C,2,2,16400
29896,29600,A,1,3,33150
29897,25300,C,0,2,29370
29898,32000,C,2,2,36000
29899,76500,B,0,1,79320
29900,32800,B,0,1,35620
29901,87500,B,0,0,89570
29902,70400,A,0,0,71770
29903,38700,B,0,0,40770
29904,41100,B,2,2,44600
29905,86700,A,0,0,88070
29906,55600,C,2,0,58100
29907,48000,A,1,0,49300
29908,12000,B,2,2,15500
29909,53000,B,0,0,55070
29910,83900,B,2,3,88150
29911,14700,B,1,0,16700
29912,15200,A,1,1,17250
29913,58100,C,1,0,60600
29914,13200,A,1,0,14500
29915,15400,A,1,2,18200
29916,78500,A,1,2,81300
29917,32100,C,1,3,36850
29918,30000,B,1,1,32750
29919,26500,B,1,1,29250
29920,89800,A,2,3,93350
29921,16500,C,1,0,19000
29922,65500,B,1,2,69000
29923,43000,B,1,2,46500
29924,17400,A,0,0,18770
29925,61600,C,0,3,66420
29926,56000,A,2,0,57300
29927,59700,C,2,0,62200
29928,29900,C,1,2,33900
29929,32500,C,0,3,37320
29930,45100,C,1,1,48350
29931,17700,B,1,0,19700
29932,38600,B,0,1,41420
29933,41100,B,0,0,43170
29934,70300,C,2,2,74300
29935,79500,B,1,3,83750
29936,43400,A,1,2,46200
29937,22800,B,1,0,24800
29938,65300,B,0,1,68120
29939,76600,A,2,2,79400
29940,15300,A,2,0,16600
29941,87900,B,1,1,90650
29942,70800,B,1,2,74300
29943,59900,B,0,3,64220
29944,51200,C,2,1,54450
29945,87000,C,0,3,91820
29946,10900,B,2,1,13650
29947,53900,B,0,1,56720
29948,27400,C,2,1,30650
29949,47700,A,1,0,49000
29950,13600,C,0,0,16170
29951,57400,A,0,3,61020
29952,59500,C,2,3,64250
29953,89200,B,0,2,92770
29954,71300,A,2,1,73350
29955,76700,B,2,0,78700
29956,25100,A,0,3,28720
29957,80700,B,1,2,84200
29958,67300,C,0,3,72120
29959,28700,A,0,0,30070
29960,51800,C,1,0,54300
29961,26900,C,0,1,30220
29962,44900,C,2,3,49650
29963,33900,C,1,0,36400
29964,17900,B,0,2,21470
29965,44200,B,0,1,47020
29966,18000,B,0,3,22320
29967,12300,B,2,2,15800
29968,33900,C,2,2,37900
29969,20900,B,2,2,24400
29970,56900,A,0,0,58270
29971,26600,B,2,1,29350
29972,32900,B,2,3,37150
29973,54800,B,1,0,56800
29974,27600,B,1,0,29600
29975,65000,B,2,1,67750
29976,75600,C,2,1,78850
29977,26600,A,2,3,30150
29978,72700,C,2,1,75950
29979,14700,B,0,1,17520
29980,17100,C,2,3,21850
29981,40400,A,1,0,41700
29982,21000,B,2,0,23000
29983,69200,A,1,0,70500
29984,32700,A,1,3,36250
29985,23900,A,0,2,26770
29986,18300,A,2,2,21100
29987,78000,B,0,3,82320
29988,57200,C,1,0,59700
29989,55200,C,1,2,59200
29990,82800,A,0,1,84920
29991,60900,A,2,3,64450
29992,68100,A,1,3,71650
29993,23900,C,1,1,27150
29994,45900,A,1,1,47950
29995,11700,C,2,2,15700
29996,89600,C,1,0,92100
29997,13400,C,1,3,18150
29998,40100,A,2,3,43650
29999,48700,C,0,0,51270
30000,23200,C,0,0,25770
30001,13600,B,0,3,17920
30002,15200,B,1,0,17200
30003,27200,A,2,1,29250
30004,80100,B,0,1,82920
30005,27300,A,1,3,30850
30006,54300,A,1,2,57100
30007,31700,B,2,1,34450
30008,45200,A,2,1,47250
30009,16400,B,1,1,19150
30010,76100,B,1,0,78100
30011,10400,C,0,2,14470
30012,63000,A,1,2,65800
30013,47600,C,1,0,50100
30014,59100,B,2,1,61850
30015,77800,A,0,2,80670
30016,46600,B,1,3,50850
30017,76400,B,0,2,79970
30018,35000,B,0,2,38570
30019,56300,A,2,3,59850
30020,87900,B,2,2,91400
30021,57000,C,2,1,60250
30022,29800,A,0,2,32670
30023,51500,A,0,3,55120
30024,88100,A,2,2,90900
30025,75900,A,2,2,78700
30026,15900,B,2,0,17900
30027,64700,A,0,2,67570
30028,59100,C,1,1,62350
30029,77000,B,1,3,81250
30030,76900,A,0,0,78270
30031,53300,B,2,2,56800
30032,47500,C,2,2,51500
30033,77100,C,0,0,79670
30034,40500,C,2,1,43750
30035,10400,C,2,2,14400
30036,81600,B,2,3,85850
30037,49800,A,2,3,53350
30038,51000,C,0,3,55820
30039,46400,A,1,0,47700
30040,75300,C,1,3,80050
30041,33700,A,2,1,35750
30042,39000,B,0,0,41070
30043,23500,C,1,3,28250
30044,65700,A,0,3,69320
30045,20700,B,2,3,24950
30046,79700,C,0,3,84520
30047,22000,B,0,0,24070
30048,71900,C,1,3,76650
30049,18200,C,0,1,21520
30050,77600,C,0,3,82420
30051,89600,A,2,0,90900
30052,67400,C,2,2,71400
30053,37000,B,0,0,39070
30054,78300,B,0,1,81120
30055,11500,B,1,0,13500
30056,24700,B,0,0,26770
30057,75100,C,2,1,78350
30058,29500,B,0,2,33070
30059,52900,C,2,2,56900
30060,81900,B,0,0,83970
30061,47600,B,2,0,49600
30062,54800,B,2,0,56800
30063,14600,A,0,0,15970
30064,32000,B,1,3,36250
30065,49800,C,0,3,54620
30066,79600,C,2,2,83600
30067,20600,B,2,1,23350
30068,81800,A,2,3,85350
30069,15200,A,0,1,17320
30070,27000,C,2,3,31750
30071,64800,A,0,1,66920
30072,50200,B,1,0,52200
30073,56700,B,1,3,60950
30074,84800,B,0,1,87620
30075,27900,A,1,3,31450
30076,71400,A,0,3,75020
30077,42500,B,2,3,46750
30078,56300,A,1,0,57600
30079,51300,B,2,2,54800
30080,74400,B,1,3,78650
30081,85600,B,0,1,88420
30082,76900,B,1,1,79650
30083,88900,B,1,2,92400
30084,10600,B,1,2,14100
30085,70000,A,1,3,73550
30086,28100,B,2,0,30100
30087,63100,C,1,1,66350
30088,64800,B,0,3,69120
30089,29200,A,0,1,31320
30090,43900,B,2,1,46650
30091,32400,B,1,1,35150
30092,20500,C,0,1,23820
30093,79100,C,2,2,83100
30094,66400,C,1,0,68900
30095,32300,B,2,0,34300
30096,40900,B,2,2,44400
30097,70800,B,0,0,72870
30098,50600,B,0,2,54170
30099,18200,A,1,2,21000
30100,35000,B,0,1,37820
30101,48800,B,1,1,51550
30102,83400,B,0,2,86970
30103,75500,C,2,1,78750
30104,19900,C,1,0,22400
30105,25400,B,2,1,28150
30106,85700,C,0,1,89020
30107,73200,C,0,0,75770
30108,46400,A,0,1,48520
30109,52900,C,1,2,56900
30110,76100,C,1,3,80850
30111,16400,C,0,0,18970
30112,58000,C,0,1,61320
30113,24700,A,1,1,26750
30114,82400,B,2,2,85900
30115,32600,B,0,1,35420
30116,78300,A,0,3,81920
30117,60100,C,2,0,62600
30118,11800,C,2,2,15800
30119,63900,B,0,3,68220
30120,44900,C,0,0,47470
30121,87400,B,1,0,89400
30122,49800,C,1,0,52300
30123,81800,A,0,1,83920
30124,83600,C,0,0,86170
30125,59300,A,2,3,62850
30126,64100,C,1,3,68850
30127,82400,A,2,3,85950
30128,84700,A,2,3,88250
30129,72600,A,0,1,74720
30130,41900,B,2,3,46150
30131,75500,C,2,1,78750
30132,11900,B,0,3,16220
30133,22300,A,1,3,25850
30134,58900,B,0,3,63220
30135,82700,C,1,2,86700
30136,33100,B,2,3,37350
30137,41000,C,1,3,45750
30138,34200,A,0,1,36320
30139,41700,C,0,3,46520
30140,26100,B,0,2,29670
30141,58900,C,2,1,62150
30142,22600,C,0,2,26670
30143,52900,C,1,2,56900
30144,10200,B,1,3,14450
30145,56500,A,0,0,57870
30146,52300,B,2,0,54300
30147,39300,A,0,0,40670
30148,25900,C,1,1,29150
30149,76600,C,2,1,79850
30150,36900,B,1,2,40400
30151,35100,B,1,2,38600
30152,60300,C,2,1,63550
30153,77200,C,1,1,80450
30154,89200,C,1,1,92450
30155,57100,B,1,3,61350
30156,58800,A,0,2,61670
30157,71600,C,1,1,74850
30158,77700,B,1,1,80450
30159,24500,C,0,2,28570
30160,72900,A,2,1,74950
30161,52600,C,1,1,55850
30162,60100,B,2,2,63600
30163,33000,C,1,0,35500
30164,89900,B,1,2,93400
30165,66000,B,0,0,68070
30166,62500,B,1,1,65250
30167,68100,B,2,2,71600
30168,42000,A,1,0,43300
30169,84500,C,2,0,87000
30170,89600,B,0,0,91670
30171,86700,A,0,3,90320
30172,37100,B,0,3,41420
30173,60400,A,1,0,61700
30174,60200,A,0,1,62320
30175,55300,A,1,1,57350
30176,40200,A,0,1,42320
30177,81500,A,2,0,82800
30178,65400,B,0,2,68970
30179,73800,B,1,2,77300
30180,22600,C,2,3,27350
30181,12300,B,0,0,14370
30182,47900,C,0,3,52720
30183,54700,B,1,0,56700
30184,51100,C,1,0,53600
30185,57100,A,0,3,60720
30186,78700,A,1,0,80000
30187,71100,B,2,3,75350
30188,22100,A,2,3,25650
30189,60400,A,2,0,61700
30190,39200,B,0,3,43520
30191,53100,A,2,3,56650
30192,85400,A,2,0,86700
30193,72500,C,0,0,75070
30194,55100,A,0,2,57970
30195,83700,C,1,0,86200
30196,29300,B,1,0,31300
30197,13100,A,0,1,15220
30198,82000,A,0,3,85620
30199,32300,A,0,2,35170
30200,43400,A,0,1,45520
30201,13800,B,2,2,17300
30202,51500,A,0,2,54370
30203,46500,C,2,1,49750
30204,51500,A,0,0,52870
30205,84800,A,0,0,86170
30206,80900,A,2,3,84450
30207,88600,B,1,0,90600
30208,78800,C,2,1,82050
30209,22900,C,1,3,27650
30210,44000,A,2,3,47550
30211,54300,C,0,1,57620
30212,10600,B,1,1,13350
30213,21200,C,2,3,25950
30214,53500,B,0,2,57070
30215,36800,C,0,1,40120
30216,87400,C,1,3,92150
30217,24800,A,2,2,27600
30218,74900,A,1,0,76200
30219,14700,C,1,0,17200
30220,17500,A,1,2,20300
30221,15000,A,2,1,17050
30222,50100,C,0,1,53420
30223,20700,C,1,0,23200
30224,47100,A,0,3,50720
30225,39900,A,2,1,41950
30226,16900,B,2,3,21150
30227,83500,C,0,0,86070
30228,72800,B,2,0,74800
30229,73300,C,0,1,76620
30230,80300,B,0,0,82370
30231,60900,A,1,1,62950
30232,62100,B,2,0,64100
30233,22200,B,1,3,26450
30234,17800,B,1,1,20550
30235,64500,C,1,0,67000
30236,18700,B,2,0,20700
30237,43300,A,1,2,46100
30238,19800,B,0,0,21870
30239,85800,A,2,3,89350
30240,40500,C,2,3,45250
30241,86900,B,2,0,88900
30242,79800,B,0,1,82620
30243,11500,B,1,1,14250
30244,40900,C,1,2,44900
30245,28500,C,2,1,31750
30246,46700,B,1,3,50950
30247,73400,A,2,1,75450
30248,72800,B,0,0,74870
30249,21100,C,0,0,23670
30250,84600,C,0,2,88670
30251,78300,A,2,3,81850
30252,48000,B,2,1,50750
30253,18900,B,2,2,22400
30254,26800,A,2,1,28850
30255,84400,C,1,1,87650
30256,45900,C,2,2,49900
30257,72300,B,0,0,74370
30258,86400,C,2,2,90400
30259,59300,A,1,1,61350
30260,41300,C,1,3,46050
30261,20800,A,1,1,22850
30262,58600,C,1,1,61850
30263,16700,A,1,3,20250
30264,49000,A,0,1,51120
30265,76900,A,0,3,80520
30266,19900,B,1,2,23400
30267,57300,C,1,1,60550
30268,75900,A,0,1,78020
30269,62700,A,2,2,65500
30270,54300,B,1,3,58550
30271,16800,A,0,1,18920
30272,40000,C,1,3,44750
30273,56300,A,1,0,57600
30274,89800,A,2,2,92600
30275,80800,A,0,1,82920
30276,41400,B,1,2,44900
30277,47100,A,0,2,49970
30278,64800,A,0,0,66170
30279,18600,B,0,2,22170
30280,84600,A,1,3,88150
30281,30600,C,2,1,33850
30282,44000,B,0,1,46820
30283,43700,C,0,3,48520
30284,43400,C,2,0,45900
30285,39400,B,2,3,43650
30286,29300,A,1,2,32100
30287,52900,B,2,1,55650
30288,83400,C,0,1,86720
30289,66300,C,2,1,69550
30290,58300,B,1,2,61800
30291,65400,A,1,1,67450
30292,10200,B,1,2,13700
30293,31400,A,2,1,33450
30294,84800,A,2,2,87600
30295,32500,C,1,0,35000
30296,87100,A,0,3,90720
30297,58200,C,2,0,60700
30298,32200,C,1,2,36200
30299,21400,B,0,1,24220
30300,84200,B,1,0,86200
30301,38500,C,2,1,41750
30302,11200,B,1,3,15450
30303,72100,C,0,3,76920
30304,55500,A,0,0,56870
30305,89300,C,1,2,93300
30306,50000,B,1,1,52750
30307,64400,A,0,0,65770
30308,22200,B,0,2,25770
30309,32700,C,1,2,36700
30310,61500,B,1,3,65750
30311,62100,A,2,0,63400
30312,56200,C,2,3,60950
30313,31900,A,2,0,33200
30314,32500,B,0,1,35320
30315,61100,B,0,2,64670
30316,38900,A,0,0,40270
30317,73000,B,1,1,75750
30318,23800,C,0,0,26370
30319,81200,C,2,2,85200
30320,69000,C,0,2,73070
30321,82300,A,1,1,84350
30322,37600,B,1,0,39600
30323,10700,A,0,1,12820
30324,66000,B,1,0,68000
30325,33700,A,1,2,36500
30326,64000,B,0,3,68320
30327,51100,A,1,3,54650
30328,60200,B,2,3,64450
30329,22900,C,2,1,26150
30330,31600,B,0,2,35170
30331,88500,C,0,0,91070
30332,69800,B,1,3,74050
30333,39200,A,2,1,41250
30334,72000,B,2,0,74000
30335,81600,C,1,2,85600
30336,48000,C,2,3,52750
30337,18500,C,2,2,22500
30338,52900,B,0,2,56470
30339,10700,B,1,0,12700
30340,68900,A,2,0,70200
30341,49000,A,0,3,52620
30342,26700,C,1,1,29950
30343,21200,A,0,0,22570
30344,57900,B,0,2,61470
30345,50200,B,0,1,53020
30346,23400,B,2,1,26150
30347,55800,C,0,2,59870
30348,24800,B,2,1,27550
30349,69300,A,0,0,70670
30350,27500,A,1,1,29550
30351,64000,B,1,3,68250
30352,33600,C,0,3,38420
30353,39700,C,1,3,44450
30354,21200,B,2,0,23200
30355,87900,A,0,3,91520
30356,51500,B,0,0,53570
30357,10400,C,1,3,15150
30358,58400,A,2,1,60450
30359,32000,B,0,0,34070
30360,21100,C,0,1,24420
30361,14800,B,0,2,18370
30362,10000,B,0,3,14320
30363,39700,C,2,0,42200
30364,72400,A,1,0,73700
30365,21300,B,0,2,24870
30366,56000,A,2,3,59550
30367,23700,A,2,3,27250
30368,83600,A,1,0,84900
30369,71000,B,2,2,74500
30370,50500,B,2,2,54000
30371,31100,A,2,1,33150
30372,58300,B,2,3,62550
30373,17400,B,1,3,21650
30374,53500,A,0,1,55620
30375,21200,B,1,1,23950
30376,70100,A,2,1,72150
30377,82600,B,1,1,85350
30378,62100,B,1,3,66350
30379,82000,C,2,2,86000
30380,66200,B,1,1,68950
30381,81800,A,1,0,83100
30382,79900,A,1,0,81200
30383,12100,B,0,0,14170
30384,31700,B,1,0,33700
30385,80600,C,0,2,84670
30386,42700,B,2,2,46200
30387,48900,A,0,2,51770
30388,80300,B,2,0,82300
30389,68300,B,1,2,71800
30390,59400,B,1,1,62150
30391,10500,A,1,1,12550
30392,70300,B,0,2,73870
30393,21700,B,2,3,25950
30394,53800,B,2,3,58050
30395,71200,A,1,0,72500
30396,26400,B,2,2,29900
30397,29700,B,2,0,31700
30398,65300,A,0,3,68920
30399,82000,A,1,2,84800
30400,19600,C,0,3,24420
30401,45000,C,2,1,48250
30402,89200,C,0,0,91770
30403,40300,A,0,2,43170
30404,63600,C,1,0,66100
30405,84100,C,1,3,88850
30406,47700,A,2,3,51250
30407,43200,A,0,3,46820
30408,16000,A,0,3,19620
30409,29200,B,2,3,33450
30410,27500,B,2,2,31000
30411,86000,C,2,1,89250
30412,31500,C,0,2,35570
30413,40000,A,1,3,43550
30414,66200,C,2,1,69450
30415,77900,C,0,0,80470
30416,72300,C,1,2,76300
30417,11300,C,2,2,15300
30418,26700,C,0,2,30770
30419,22700,B,2,0,24700
30420,57100,A,0,2,59970
30421,80000,C,0,0,82570
30422,55800,B,2,1,58550
30423,39300,B,1,3,43550
30424,42000,C,2,0,44500
30425,73200,A,2,1,75250
30426,33600,B,0,1,36420
30427,25600,A,1,3,29150
30428,33600,B,2,0,35600
30429,75200,B,0,2,78770
30430,65900,A,0,2,68770
30431,17500,B,2,1,20250
30432,40700,C,0,0,43270
30433,72100,C,0,3,76920
30434,40400,C,1,3,45150
30435,68900,B,1,3,73150
30436,43100,B,1,0,45100
30437,64700,A,0,2,67570
30438,17300,B,1,1,20050
30439,29000,A,1,1,31050
30440,47600,C,2,0,50100
30441,19500,C,1,2,23500
30442,45900,B,1,1,48650
30443,75200,A,0,3,78820
30444,53400,A,0,1,55520
30445,12700,B,2,0,14700
30446,20300,A,0,3,23920
30447,72900,C,0,0,75470
30448,55600,C,2,0,58100
30449,52900,C,0,0,55470
30450,89500,A,0,0,90870
30451,12500,C,0,1,15820
30452,56400,C,0,0,58970
30453,34100,A,1,1,36150
30454,63500,B,1,0,65500
30455,71000,A,1,3,74550
30456,36300,A,1,2,39100
30457,25200,C,2,1,28450
30458,83100,B,1,1,85850
30459,36600,C,2,2,40600
30460,12900,A,1,0,14200
30461,81700,B,1,3,85950
30462,57100,A,1,2,59900
30463,17100,A,2,2,19900
30464,60300,C,1,0,62800
30465,12000,B,2,2,15500
30466,51800,A,1,2,54600
30467,11300,C,2,0,13800
30468,46200,A,0,0,47570
30469,57000,C,1,1,60250
30470,81700,B,0,2,85270
30471,28700,C,1,1,31950
30472,40700,C,2,2,44700
30473,37800,C,2,3,42550
30474,45500,A,0,0,46870
30475,60100,B,1,2,63600
30476,10300,B,0,2,13870
30477,82500,C,1,3,87250
30478,41900,C,2,2,45900
30479,13600,A,0,2,16470
30480,66200,C,0,3,71020
30481,28100,B,2,1,30850
30482,27100,B,0,2,30670
30483,62100,B,1,1,64850
30484,67200,B,0,3,71520
30485,22000,A,1,2,24800
30486,63000,A,0,2,65870
30487,21900,B,2,2,25400
30488,20900,C,1,2,24900
30489,61200,C,2,1,64450
30490,46700,C,1,0,49200
30491,39000,B,1,0,41000
30492,61500,A,0,2,64370
30493,44000,A,2,3,47550
30494,21700,B,0,2,25270
30495,49700,B,1,1,52450
30496,74900,B,0,3,79220
30497,67500,A,0,2,70370
30498,21500,C,2,3,26250
30499,28600,A,2,3,32150
30500,56200,B,1,1,58950
30501,86800,B,2,1,89550
30502,85400,A,2,2,88200
30503,74900,A,2,3,78450
30504,25700,B,2,0,27700
30505,82600,C,1,3,87350
30506,64400,B,1,0,66400
30507,29800,A,2,1,31850
30508,89600,A,1,2,92400
30509,58500,A,2,3,62050
30510,19300,C,2,3,24050
30511,11900,B,1,1,14650
30512,16200,A,0,1,18320
30513,20600,B,0,3,24920
30514,32400,B,1,1,35150
30515,88900,A,2,1,90950
30516,89000,A,2,3,92550
30517,88300,C,0,0,90870
30518,42500,B,1,1,45250
30519,31500,A,1,2,34300
30520,49700,A,2,1,51750
30521,19400,C,1,0,21900
30522,83400,B,1,2,86900
30523,31300,A,1,0,32600
30524,24600,A,0,0,25970
30525,13800,A,0,0,15170
30526,11700,C,0,0,14270
30527,19700,A,1,1,21750
30528,55300,A,0,2,58170
30529,57600,C,1,1,60850
30530,89800,B,0,1,92620
30531,82500,B,0,3,86820
30532,17600,C,2,3,22350
30533,30200,B,2,1,32950
30534,25200,A,2,1,27250
30535,26100,B,0,0,28170
30536,39600,A,1,0,40900
30537,51500,C,2,0,54000
30538,43900,B,2,1,46650
30539,71500,A,1,3,75050
30540,42400,C,1,3,47150
30541,54700,A,1,0,56000
30542,33300,C,1,1,36550
30543,66500,A,0,2,69370
30544,54600,C,2,0,57100
30545,41600,A,0,1,43720
30546,42100,C,0,0,44670
30547,30700,C,2,0,33200
30548,56700,A,2,1,58750
30549,44300,C,1,0,46800
30550,25400,A,2,3,28950
30551,12000,C,2,1,15250
30552,31100,A,2,3,34650
30553,81900,A,1,1,83950
30554,34400,C,1,1,37650
30555,31900,A,0,0,33270
30556,84600,A,2,2,87400
30557,41700,C,1,3,46450
30558,44900,C,0,1,48220
30559,15300,A,2,3,18850
30560,25600,C,1,0,28100
30561,63000,C,0,1,66320
30562,58100,C,0,1,61420
30563,63300,C,2,1,66550
30564,11700,C,0,2,15770
30565,49900,C,2,0,52400
30566,14400,C,1,0,16900
30567,84400,A,1,3,87950
30568,18300,B,0,0,20370
30569,46000,A,0,3,49620
30570,40700,A,1,0,42000
30571,10500,A,0,1,12620
30572,83800,C,1,3,88550
30573,67000,A,1,1,69050
30574,71800,A,1,3,75350
30575,55400,B,1,3,59650
30576,19400,B,2,0,21400
30577,58400,A,1,1,60450
30578,21600,A,2,1,23650
30579,44200,A,1,3,47750
30580,50200,C,0,0,52770
30581,31900,C,1,3,36650
30582,47400,A,2,3,50950
30583,75500,C,0,2,79570
30584,22100,C,2,1,25350
30585,74900,C,1,3,79650
30586,27900,A,2,3,31450
30587,15300,A,1,1,17350
30588,38700,C,2,0,41200
30589,29100,A,1,0,30400
30590,63700,A,0,0,65070
30591,48100,C,0,1,51420
30592,54800,C,0,3,59620
30593,42600,B,2,3,46850
30594,53200,C,1,0,55700
30595,31500,C,1,0,34000
30596,86800,C,0,1,90120
30597,74600,B,1,0,76600
30598,37400,B,2,2,40900
30599,60900,C,2,0,63400
30600,72100,A,2,1,74150
30601,25800,A,1,0,27100
30602,50100,C,1,1,53350
30603,43500,A,2,0,44800
30604,12800,B,0,0,14870
30605,89000,C,1,2,93000
30606,71100,C,1,3,75850
30607,17500,A,1,0,18800
30608,26600,B,2,0,28600
30609,79000,A,0,0,80370
30610,55000,A,0,1,57120
30611,68800,A,0,1,70920
30612,12900,A,0,1,15020
30613,42100,A,2,0,43400
30614,62900,B,2,3,67150
30615,84000,A,1,1,86050
30616,69600,A,0,3,73220
30617,53500,A,1,1,55550
30618,36600,B,1,3,40850
30619,38400,A,0,3,42020
30620,10400,B,0,0,12470
30621,59200,B,0,3,63520
30622,32000,A,2,1,34050
30623,72800,A,2,1,74850
30624,14700,B,1,1,17450
30625,45300,C,0,2,49370
30626,44400,C,1,0,46900
30627,28700,B,0,0,30770
30628,50100,B,2,2,53600
30629,74400,A,1,2,77200
30630,37600,C,0,2,41670
30631,72000,C,2,1,75250
30632,78100,A,2,2,80900
30633,83500,C,0,2,87570
30634,21400,C,0,0,23970
30635,65800,A,0,2,68670
30636,69400,B,2,2,72900
30637,29900,B,1,0,31900
30638,57700,C,0,2,61770
30639,71700,B,0,2,75270
30640,16000,B,0,0,18070
30641,78300,A,2,1,80350
30642,41800,B,2,1,44550
30643,74400,A,1,3,77950
30644,15200,C,1,0,17700
30645,59400,A,0,3,63020
30646,63200,C,2,1,66450
30647,76300,C,2,3,81050
30648,59100,B,2,1,61850
30649,64600,B,2,3,68850
30650,85800,C,0,0,88370
30651,58600,A,1,0,59900
30652,41200,A,0,0,42570
30653,49100,A,0,0,50470
30654,69700,B,2,3,73950
30655,83600,B,2,3,87850
30656,26000,B,0,0,28070
30657,60100,B,1,2,63600
30658,23900,B,2,1,26650
30659,25500,C,0,0,28070
30660,44900,C,2,0,47400
30661,89900,B,0,3,94220
30662,74500,C,2,3,79250
30663,26200,C,0,0,28770
30664,21400,B,1,2,24900
30665,32000,B,1,1,34750
30666,11500,A,0,1,13620
30667,38300,C,1,3,43050
30668,23500,C,0,1,26820
30669,86300,B,1,3,90550
30670,80500,B,2,3,84750
30671,55600,B,0,2,59170
30672,56800,B,1,0,58800
30673,45600,B,0,2,49170
30674,43500,B,1,3,47750
30675,28500,C,1,0,31000
30676,31200,C,0,0,33770
30677,83000,C,1,2,87000
30678,56400,A,0,1,58520
30679,28000,A,1,2,30800
30680,19900,C,1,3,24650
30681,65400,C,2,0,67900
30682,77700,A,0,2,80570
30683,67200,C,2,1,70450
30684,40000,C,2,3,44750
30685,45900,B,1,1,48650
30686,29000,C,0,3,33820
30687,82900,C,0,3,87720
30688,70900,B,2,0,72900
30689,65200,C,1,1,68450
30690,64700,B,1,2,68200
30691,63600,C,2,0,66100
30692,43200,B,1,1,45950
30693,21100,C,1,1,24350
30694,48400,C,2,0,50900
30695,18800,B,2,3,23050
30696,55900,A,2,3,59450
30697,31500,A,0,3,35120
30698,73500,C,2,1,76750
30699,33300,A,1,3,36850
30700,29400,B,2,1,32150
30701,44500,B,1,2,48000
30702,38200,B,1,2,41700
30703,31700,B,2,1,34450
30704,12600,B,2,3,16850
30705,89500,A,1,3,93050
30706,33300,C,0,0,35870
30707,43900,C,1,2,47900
30708,27900,A,1,3,31450
30709,31400,B,0,3,35720
30710,87700,A,1,2,90500
30711,24600,C,2,0,27100
30712,24000,B,0,0,26070
30713,65600,C,2,0,68100
30714,82000,C,2,2,86000
30715,24100,B,0,1,26920
30716,49100,C,0,3,53920
30717,10000,A,1,1,12050
30718,41500,B,1,3,45750
30719,50200,C,0,1,53520
30720,52700,C,0,0,55270
30721,75300,B,2,1,78050
30722,23700,A,0,3,27320
30723,51900,A,1,1,53950
30724,79900,C,1,3,84650
30725,22100,C,0,1,25420
30726,88900,B,1,1,91650
30727,20500,C,2,0,23000
30728,56000,A,2,3,59550
30729,11500,B,0,0,13570
30730,38600,C,0,2,42670
30731,78700,A,1,2,81500
30732,48900,A,1,1,50950
30733,67600,A,0,2,70470
30734,59500,A,2,0,60800
30735,87500,A,0,2,90370
30736,54600,C,0,2,58670
30737,18700,C,2,3,23450
30738,49600,B,0,1,52420
30739,56200,A,1,2,59000
30740,11100,B,2,2,14600
30741,37100,B,1,3,41350
30742,45400,C,2,1,48650
30743,86200,A,2,3,89750
30744,10600,C,1,0,13100
30745,65500,C,1,3,70250
30746,13400,B,2,1,16150
30747,24300,A,1,1,26350
30748,70200,B,1,0,72200
30749,55700,C,1,0,58200
30750,31400,A,2,0,32700
30751,12800,B,0,1,15620
30752,26600,C,1,3,31350
30753,49900,B,1,0,51900
30754,59400,A,2,0,60700
30755,51000,A,0,2,53870
30756,36700,C,0,2,40770
30757,49200,B,0,0,51270
30758,25000,C,0,3,29820
30759,20300,B,2,1,23050
30760,45700,C,2,1,48950
30761,27500,B,1,1,30250
30762,53300,B,1,0,55300
30763,87900,A,2,3,91450
30764,70300,A,2,2,73100
30765,67000,C,1,2,71000
30766,36600,A,0,3,40220
30767,38800,A,2,2,41600
30768,43000,C,2,0,45500
30769,85000,B,1,3,89250
30770,84500,B,0,0,86570
30771,81800,C,1,3,86550
30772,51400,A,1,3,54950
30773,37000,C,2,1,40250
30774,15300,A,0,3,18920
30775,65500,A,1,1,67550
30776,24300,A,0,1,26420
30777,35000,B,2,0,37000
30778,83900,B,0,1,86720
30779,19500,B,0,2,23070
